,numOccurrences
numWords,-0.04049664514690682
numOccurrences,1.0
averageWordLength,0.013615953231066248
largestWordLength,-0.0007318067752086128
numOfPunctuation,-0.02779428996187803
numRepeatedWords,-0.03917802445200605
lgNumOcc,0.9580489912955037
lgWords,-0.029085858097695785
lg_averageWordLength,0.012561020309154569
lg_largestWordLength,0.0001515937827063991
